SCHOOL NO.,ENGLISH CATEGORY,ùùù___ÑO,ENGLISH NAME,ùùù_°W‰_,ENGLISH ADDRESS,ùùù_°aÑ},LONGITUDE,îg∏_,LATITUDE,©n∏_,EASTING,Ñù¶æÌF,NORTHING,Ñù¶æ¢_,STUDENTS GENDER,_NèÌΩ_¢_ˆ∆ÑO,SESSION,Ω_˜_œì©í˜ê_–,DISTRICT,ù£_ù,FINANCE TYPE,î_ÑU‰ù__,SCHOOL LEVEL,Ω_˜___∏›,TELEPHONE,ëp_î_qî_,FAX NUMBER,___uî_©X,WEBSITE,‰_—_,RELIGION,ˆvœæ
513822000000,Aided Primary Schools,î_ÑUùpΩ_,SHANGHAI ALUMNI PRIMARY SCHOOL,‰—°óùpΩ_,14 HONG SHING STREET KORNHILL QUARRY BAY HONG KONG,—å__?Å©_FœdˆêÌò__œdçœ_´14î_,114-12-56,114-12-56,22-16-54,22-16-54,840256.9,840256.9,815861.3,815861.3,CO-ED,_kùk,WHOLE DAY,¢_ù_,EASTERN,ÌF_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,28844775,28844775,25398088,25398088,http://www.sap.edu.hk,http://www.sap.edu.hk,NOT APPLICABLE,ù_ΩA¢_
112950000000,Aided Primary Schools,î_ÑUùpΩ_,IMMACULATE HEART OF MARY SCHOOL,ît¢£_L›óîtùˇΩ_˜_,1 MEI TIN ROAD TAI WAI SHA TIN NEW TERRITORIES,ús›ê_F¢æùjÅ_›Å¢æî_1î_,114-10-34,114-10-34,22-22-15,22-22-15,836175,836175,825746,825746,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHA TIN,_F¢æ_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26912171,26912171,26021110,26021110,,,CATHOLICISM,ùÛ¢Dœæ
518476000000,Aided Primary Schools,î_ÑUùpΩ_,STFA LEUNG KIT WAH PRIMARY SCHOOL,__¶wëp©Öë`ú|œ_¶__ùùpΩ_,2 MAU TAI ROAD TSEUNG KWAN O NEW TERRITORIES,ús›êœN—xóD_T˜_î_2î_,114-15-23,114-15-23,22-19-24,22-19-24,844453,844453,820495,820495,CO-ED,_kùk,WHOLE DAY,¢_ù_,SAI KUNG,°__^_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26233628,26233628,26233618,26233618,http://www.lkw.edu.hk,http://www.lkw.edu.hk,NOT APPLICABLE,ù_ΩA¢_
512826000000,Aided Primary Schools,î_ÑUùpΩ_,MARYKNOLL CONVENT SCH (PRIMARY SECTION),‰óÑQó_—__|Ω_˜_(ùpΩ_Å–),130 WATERLOO ROAD KOWLOON & EXTENSION WING AT 130 WATERLOO ROAD KOWLOON,ùE£sùE£s∏_‰_¢_°Û_D130î_,114-10-45,114-10-45,22-19-39,22-19-39,836516.2,836516.2,820940.6,820940.6,GIRLS,ùk,WHOLE DAY,¢_ù_,KOWLOON CITY,ùE£s∏__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23360611,23360611,23363154,23363154,http://www.mcsps.edu.hk/,http://www.mcsps.edu.hk/,CATHOLICISM,ùÛ¢Dœæ
512303000000,Aided Primary Schools,î_ÑUùpΩ_,CCC KEI FAAT PRIMARY SCHOOL,ùù_ù__ú_œæú|__ÌkùpΩ_,34 YUET WAH STREET KWUN TONG KOWLOON,ùE£s_[_ù__ù_´34î_,114-13-39,114-13-39,22-18-45,22-18-45,841485,841485,819275,819275,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23418088,23418088,23424326,23424326,http://www.kfp.edu.hk,http://www.kfp.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
535621000000,Aided Primary Schools,î_ÑUùpΩ_,CUMBERLAND PRESBY CHURCH YAO DAO PRI SCH,Ì_ù_œ[Ì_°Ûú|___DùpΩ_,TIN FU COURT TIN SHUI WAI YUEN LONG NEW TERRITORIES,ús›êùî˜üùÛù_Å_ùÛ_I—b,114-0-0,114-0-0,22-27-49,22-27-49,818064,818064,836017,836017,CO-ED,_kùk,WHOLE DAY,¢_ù_,YUEN LONG,ùî˜ü_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26177926,26177926,26177901,26177901,http://www.cpcyd.edu.hk/,http://www.cpcyd.edu.hk/,PROTESTANTISM / CHRISTIANITY,__ú_œæ
113417000000,Aided Primary Schools,î_ÑUùpΩ_,CCC CHUEN YUEN FIRST PRI SCHOOL,ùù_ù__ú_œæú|¢_Ñ_ç_ù@ùpΩ_,6-8 TAI UK STREET TSUEN WAN NEW TERRITORIES,ús›ê___Wùj∏__´6-8î_,114-6-53,114-6-53,22-22-13,22-22-13,829880,829880,825682,825682,CO-ED,_kùk,WHOLE DAY,¢_ù_,TSUEN WAN,___W_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24900336,24900336,24158627,24158627,http://www.chuenyuenfirst.edu.hk,http://www.chuenyuenfirst.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
513334000000,Aided Primary Schools,î_ÑUùpΩ_,PRICE MEMORIAL CATHOLIC PRIMARY SCHOOL,ùÛ¢DœæÅ__¶ùpΩ_,TIN MA COURT 53 CHUK YUEN ROAD KOWLOON & ANNEX BUILDING 53 CHUK YUEN ROAD WONG TAI SIN KOWLOON,ùE£s_£ùj¢P°Ö___D53î_ùÛ__—b,114-11-14,114-11-14,22-20-38,22-20-38,837339.4,837339.4,822758.9,822758.9,CO-ED,_kùk,WHOLE DAY,¢_ù_,WONG TAI SIN,_£ùj¢P_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23288033,23288033,23202604,23202604,http://www.pmcps.edu.hk,http://www.pmcps.edu.hk,CATHOLICISM,ùÛ¢Dœæ
510947000000,Aided Primary Schools,î_ÑUùpΩ_,SKH KEI WING PRIMARY SCHOOL,îtù©ú|__‰aùpΩ_,23 LAI CHI KOK ROAD TAI KOK TSUI KOWLOON,ùE£sùj_ùˆC__ÌK_ù_D23î_,114-10-5,114-10-5,22-19-21,22-19-21,835349,835349,820373,820373,CO-ED,_kùk,WHOLE DAY,¢_ù_,YAU TSIM MONG,Ìo°yˆ__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23800349,23800349,23811768,23811768,http://www.skhkwps.edu.hk,http://www.skhkwps.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
513466000000,Aided Primary Schools,î_ÑUùpΩ_,SKH KEI HIN PRIMARY SCHOOL,îtù©ú|__è_ùpΩ_,ON SHIN ROAD UPPER NGAU TAU KOK ESTATE KOWLOON,ùE£sù_£Y_ùùW?°w_©_D,114-13-2,114-13-2,22-19-4,22-19-4,840417.9,840417.9,819868.7,819868.7,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27507771,27507771,27951274,27951274,http://www.skhkeihin.edu.hk,http://www.skhkeihin.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
513318000000,Aided Primary Schools,î_ÑUùpΩ_,PRECIOUS BLOOD PRIMARY SCHOOL,__°_ùpΩ_,72 SING WOO ROAD HAPPY VALLEY HONG KONG,—å___]__°a°_ˆM_D72î_,114-11-17,114-11-17,22-15-59,22-15-59,837417,837417,814167,814167,CO-ED,_kùk,WHOLE DAY,¢_ù_,WAN CHAI,_W¢J_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,25723851,25723851,25724421,25724421,http://www.preciousbloodhv.edu.hk,http://www.preciousbloodhv.edu.hk,CATHOLICISM,ùÛ¢Dœæ
518433000000,Aided Primary Schools,î_ÑUùpΩ_,LAM TIN METHODIST PRIMARY SCHOOL,ìè¢æ_`_D©_çzùpΩ_,"ON TIN STREET PING TIN ESTATE LAM TIN, KWUN TONG KOWLOON",ùE£s_[_ìè¢æ¢—¢æ?°w¢æ_´,114-14-13,114-14-13,22-18-26,22-18-26,842462,842462,818685,818685,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23461033,23461033,23496346,23496346,http://www.ltmps.edu.hk,http://www.ltmps.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
513814000000,Aided Primary Schools,î_ÑUùpΩ_,SSP KAIFONG WELFARE ASSN PRI SCH,ç`ù_˜H_´Ñ{‰_ÑQú|ùpΩ_,2ND-5TH FLOORS 88 YU CHAU STREET KOWLOON,ùE£sç`ù_?°¶°{_´88î_3-6¶_,114-9-54,114-9-54,22-19-39,22-19-39,835044.1,835044.1,820934.3,820934.3,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHAM SHUI PO,ç`ù_?_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,"23819504, 23816909","23819504, 23816909",23914112,23914112,http://www.sspkw.edu.hk,http://www.sspkw.edu.hk,NOT APPLICABLE,ù_ΩA¢_
114561000000,Aided Primary Schools,î_ÑUùpΩ_,THE LITTLE FLOWER'S CATHOLIC PRIMARY SCH,ùÛ¢Dœæît_ùΩ_˜_,WO CHE ESTATE SHATIN NEW TERRITORIES,ús›ê_F¢æ¢≠_|?,114-11-38,114-11-38,22-23-9,22-23-9,838010,838010,827402,827402,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHA TIN,_F¢æ_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26924593,26924593,26057950,26057950,http://www.littleflowerschool.edu.hk,http://www.littleflowerschool.edu.hk,CATHOLICISM,ùÛ¢Dœæ
512443000000,Aided Primary Schools,î_ÑUùpΩ_,KING'S COLL OLD BOYS' ASSN PRI SCH,—^›_˜Û_|°PΩ_ú|ùpΩ_,58 BRIDGES STREET HONG KONG,—å__¢ç°CÌäùh_´58î_,114-9-0,114-9-0,22-17-1,22-17-1,833501,833501,816067,816067,CO-ED,_kùk,WHOLE DAY,¢_ù_,CENTRAL AND WESTERN,ùù°__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,25477468,25477468,25405634,25405634,http://www.kcobaps1.edu.hk,http://www.kcobaps1.edu.hk,NOT APPLICABLE,ù_ΩA¢_
113174000000,Aided Primary Schools,î_ÑUùpΩ_,MARY OF PROVIDENCE PRIMARY SCHOOL,ùÛ°_ùpΩ_,68 HO PUI STREET TSUEN WAN NEW TERRITORIES,ús›ê___WÌe—I_´ùåùQùKî_,114-6-58,114-6-58,22-22-6,22-22-6,830018,830018,825456,825456,CO-ED,_kùk,WHOLE DAY,¢_ù_,TSUEN WAN,___W_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24922929,24922929,24906498,24906498,http://www.mpschool.edu.hk,http://www.mpschool.edu.hk,CATHOLICISM,ùÛ¢Dœæ
511358000000,Aided Primary Schools,î_ÑUùpΩ_,CANOSSA SCHOOL (HONG KONG),—å___èó_¶åΩ_˜_,8 HOI CHAK STREET QUARRY BAY HONG KONG,—å__?Å©_F˜ÅóA_´8î_,114-12-41,114-12-41,22-17-20,22-17-20,839813.5,839813.5,816664.7,816664.7,CO-ED,_kùk,WHOLE DAY,¢_ù_,EASTERN,ÌF_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,25610115,25610115,25627840,25627840,http://www.canossahk.edu.hk,http://www.canossahk.edu.hk,CATHOLICISM,ùÛ¢Dœæ
579513000000,Aided Primary Schools,î_ÑUùpΩ_,CCC HEEP WOH PRI SCH (CHEUNG SHA WAN),ùù_ù__ú_œæú|_´ˆMùpΩ_(Ì__F_W),18 TONKIN STREET SHAM SHUI PO KOWLOON,ùE£sç`ù_?ÌF_∆_´18î_,114-9-29,114-9-29,22-20-5,22-20-5,834320,834320,821729,821729,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHAM SHUI PO,ç`ù_?_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,21119099,21119099,21119826,21119826,http://www.heepwohcsw.edu.hk,http://www.heepwohcsw.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
513385000000,Aided Primary Schools,î_ÑUùpΩ_,PUI TAK CANOSSIAN PRIMARY SCHOOL,_èó_¶å__¶wΩ_˜_,180 ABERDEEN MAIN ROAD ABERDEEN HONG KONG,—å__—å__¢J—å__¢Jùj_D180î_,114-9-21,114-9-21,22-14-57,22-14-57,834094,834094,812270,812270,GIRLS,ùk,WHOLE DAY,¢_ù_,SOUTHERN,∏n_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,25529529,25529529,25521603,25521603,http://www.ptcps.edu.hk,http://www.ptcps.edu.hk,CATHOLICISM,ùÛ¢Dœæ
511722000000,Aided Primary Schools,î_ÑUùpΩ_,DIOCESAN PREPARATORY SCHOOL,ˆ__ÛùpΩ_,1 & 3 CHESTER ROAD KOWLOON TONG KOWLOON,ùE£sùE£s_Ñ_ùh_F_Dù@ù_ùTî_,114-10-44,114-10-44,22-19-45,22-19-45,836487.3,836487.3,821129.1,821129.1,CO-ED,_kùk,WHOLE DAY,¢_ù_,KOWLOON CITY,ùE£s∏__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23361448,23361448,23367854,23367854,http://www.dps.edu.hk/,http://www.dps.edu.hk/,PROTESTANTISM / CHRISTIANITY,__ú_œæ
114839000000,Aided Primary Schools,î_ÑUùpΩ_,YAN TAK CATHOLIC PRIMARY SCHOOL,ù_¶wùÛ¢DœæùpΩ_,"ESTATE PRIMARY SCHOOL NO 2 PHASE II, BUTTERFLY ESTATE TUEN MUN NEW TERRITORIES",ús›êù_Ì_©_©‰?ç_ùG_ë∏_?ùpΩ_ç_ùG˜_Ì_,113-57-49,113-57-49,22-22-34,22-22-34,814317,814317,826352,826352,CO-ED,_kùk,WHOLE DAY,¢_ù_,TUEN MUN,ù_Ì__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24636171,24636171,24663660,24663660,http://www.yantak.edu.hk,http://www.yantak.edu.hk,CATHOLICISM,ùÛ¢Dœæ
556483000000,Aided Primary Schools,î_ÑUùpΩ_,TSEUNG KWAN O METHODIST PRIMARY SCHOOL,œN—xóD_`_D©_çzùpΩ_,15 TONG CHUN STREET TSEUNG KWAN O NEW TERRITORIES,ús›êœN—xóD—•∏T_´15î_,114-15-43,114-15-43,22-18-19,22-18-19,845023,845023,818485,818485,CO-ED,_kùk,WHOLE DAY,¢_ù_,SAI KUNG,°__^_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27060770,27060770,27062207,27062207,http://www.tkomps.edu.hk,http://www.tkomps.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
115592000000,Aided Primary Schools,î_ÑUùpΩ_,FUNG KAI LIU YUN-SUM MEMORIAL SCHOOL,åÿúÖ__¶_`›_ˆ£Ω_˜_,WAH MING ESTATE PHASE I FANLING NEW TERRITORIES,ús›ê_å£—_ùˆ_?ç_ù@_ë,114-8-24,114-8-24,22-29-2,22-29-2,832473,832473,838262,838262,CO-ED,_kùk,WHOLE DAY,¢_ù_,NORTH,¢__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26772311,26772311,26757241,26757241,http://www.lys.fungkai.edu.hk/,http://www.lys.fungkai.edu.hk/,NOT APPLICABLE,ù_ΩA¢_
115363000000,Aided Primary Schools,î_ÑUùpΩ_,TWGH WONG SEE SUM PRIMARY SCHOOL,ÌF_ùùT_|_£ùhùˇùpΩ_,CHEUNG ON ESTATE TSING YI NEW TERRITORIES,ús›ê∏C°_Ì_°w?,114-6-7,114-6-7,22-21-42,22-21-42,828541,828541,824724,824724,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWAI TSING,îÌ∏C_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24978784,24978784,24352947,24352947,http://wss.hkcampus.net,http://wss.hkcampus.net,NOT APPLICABLE,ù_ΩA¢_
515248000000,Aided Primary Schools,î_ÑUùpΩ_,ENDEAVR LEUNG LEE SAU YU MEM PRI SCH,£yÑ_ú|œ_Ñ__q˜T›_ˆ£ùpΩ_,25 YIU HING ROAD SHAUKEIWAN HONG KONG,—å__ˇK‰ˇ_W__óÅ_D25î_,114-13-37,114-13-37,22-16-36,22-16-36,841429,841429,815301,815301,CO-ED,_kùk,WHOLE DAY,¢_ù_,EASTERN,ÌF_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,29679622,29679622,28843277,28843277,http://www.llsy.edu.hk,http://www.llsy.edu.hk,NOT APPLICABLE,ù_ΩA¢_
516864000000,Aided Primary Schools,î_ÑUùpΩ_,SAI KUNG CENTRAL LEE SIU YAM MEM SCH,°__^ùùùˇÑ_ù___›_ˆ£Ω_˜_,18 WAI MAN ROAD SAI KUNG NEW TERRITORIES,ús›ê°__^_f¢ëî_18î_,114-16-35,114-16-35,22-23-4,22-23-4,846515,846515,827254,827254,CO-ED,_kùk,WHOLE DAY,¢_ù_,SAI KUNG,°__^_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27916681,27916681,27917656,27917656,http://www.lsy.edu.hk/,http://www.lsy.edu.hk/,NOT APPLICABLE,ù_ΩA¢_
529532000000,Aided Primary Schools,î_ÑUùpΩ_,QES OLD STUDENTS' ASSN BRANCH PRI SCH,¢çÑQ_FÑBùùΩ_ìì¢_ú|ùpΩ_ù£˜_,"AREA 3, PHASE 4 TIN SHUI WAI YUEN LONG NEW TERRITORIES",ús›êùî˜üùÛù_Å_ùT_ùç_¢|_ë,114-0-10,114-0-10,22-26-51,22-26-51,818340,818340,834231,834231,CO-ED,_kùk,WHOLE DAY,¢_ù_,YUEN LONG,ùî˜ü_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24478686,24478686,26174488,26174488,http://www.bps.qesosa.edu.hk/,http://www.bps.qesosa.edu.hk/,NOT APPLICABLE,ù_ΩA¢_
584126000000,Aided Primary Schools,î_ÑUùpΩ_,STFA LEE KAM PRIMARY SCHOOL,__¶wëp©Öë`ú|Ñ_Ì_ùpΩ_,23 SO KWUN WAT ROAD TUEN MUN NEW TERRITORIES,ús›êù_Ì_œ©‰__Cî_23î_,113-59-46,113-59-46,22-22-27,22-22-27,817641,817641,826124,826124,CO-ED,_kùk,WHOLE DAY,¢_ù_,TUEN MUN,ù_Ì__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24411222,24411222,24411282,24411282,,,NOT APPLICABLE,ù_ΩA¢_
529257000000,Aided Primary Schools,î_ÑUùpΩ_,TSEUNG KWAN O CATHOLIC PRIMARY SCHOOL,œN—xóDùÛ¢DœæùpΩ_,6 TONG YIN STREET TSEUNG KWAN O NEW TERRITORIES,ús›êœN—xóD—•©__´ùåî_,114-15-27,114-15-27,22-18-30,22-18-30,844576,844576,818832,818832,CO-ED,_kùk,WHOLE DAY,¢_ù_,SAI KUNG,°__^_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26235679,26235679,26237267,26237267,http://www.tkocps.edu.hk,http://www.tkocps.edu.hk,CATHOLICISM,ùÛ¢Dœæ
510734000000,Aided Primary Schools,î_ÑUùpΩ_,BAPTIST LUI MING CHOI PRIMARY SCHOOL,˜_∏Hú|Ñfˆ_ù~ùpΩ_,2 TAK WING STREET CITY ONE SHATIN NEW TERRITORIES,ús›ê_F¢æç_ù@∏_œo‰a_´2î_,114-12-8,114-12-8,22-23-16,22-23-16,838886,838886,827630,827630,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHA TIN,_F¢æ_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26483132,26483132,26480533,26480533,http://www.baptist-lmc-primary.edu.hk,http://www.baptist-lmc-primary.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
115479000000,Aided Primary Schools,î_ÑUùpΩ_,LOK SIN TONG LAU TAK PRIMARY SCHOOL,¶__©_´¶B¶wΩ_˜_,PO LAM ESTATE TSEUNG KWAN O SAI KUNG NEW TERRITORIES,ús›ê°__^œN—xóD__ÌL?,114-15-23,114-15-23,22-19-36,22-19-36,844457.5,844457.5,820858.3,820858.3,CO-ED,_kùk,WHOLE DAY,¢_ù_,SAI KUNG,°__^_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27013072,27013072,27016203,27016203,http://www.lautak.edu.hk,http://www.lautak.edu.hk,NOT APPLICABLE,ù_ΩA¢_
512044000000,Aided Primary Schools,î_ÑUùpΩ_,HOLY ANGELS CANOSSIAN SCHOOL,ùÛ_∏_èó_¶åΩ_˜_,21 HOK YUEN STREET HUNG HOM KOWLOON,ùE£s›__ˆèb___´21î_,114-11-11,114-11-11,22-18-38,22-18-38,837237,837237,819071,819071,GIRLS,ùk,WHOLE DAY,¢_ù_,KOWLOON CITY,ùE£s∏__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23624448,23624448,23646665,23646665,http://www.hacs.edu.hk,http://www.hacs.edu.hk,CATHOLICISM,ùÛ¢Dœæ
511161000000,Aided Primary Schools,î_ÑUùpΩ_,BAPTIST RAINBOW PRIMARY SCHOOL,˜_∏Hú|ùÛ—iùpΩ_,CHUK YUEN SOUTH ESTATE WONG TAI SIN KOWLOON,ùE£s_£ùj¢P°Ö__∏n?,114-11-23,114-11-23,22-20-41,22-20-41,837594,837594,822844,822844,CO-ED,_kùk,WHOLE DAY,¢_ù_,WONG TAI SIN,_£ùj¢P_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23287971,23287971,23227419,23227419,http://www.rainbow.edu.hk,http://www.rainbow.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
571962000000,Aided Primary Schools,î_ÑUùpΩ_,CHRISTIAN ALLIANCE T S H C CHAN PRI SCH,—å__ùE£s___ú_œæùù_ù∏è_Dú|¢xùsÅ_ùîÅˇùpΩ_,CHUNG ON ESTATE MA ON SHAN SHATIN NEW TERRITORIES (EXCLUDING ROOM 117),ús›ê_F¢æ__Ωbùs_|°w?(117∏___¢~),114-13-33,114-13-33,22-25-14,22-25-14,841314.4,841314.4,831234.1,831234.1,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHA TIN,_F¢æ_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26339277,26339277,26339080,26339080,http://www.catshcc.edu.hk,http://www.catshcc.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
540218000000,Aided Primary Schools,î_ÑUùpΩ_,SKH FUNG KEI MILLENNIUM PRI SCH,îtù©ú|ˆ^__ùdëHùpΩ_,2 TAK TING STREET WHAMPOA GARDEN HUNG HOM KOWLOON,ùE£s›__ˆ_£˜HÌò__¶wˆw_´2î_,114-11-28,114-11-28,22-18-16,22-18-16,837747.1,837747.1,818387.6,818387.6,CO-ED,_kùk,WHOLE DAY,¢_ù_,KOWLOON CITY,ùE£s∏__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,"23627123, 23627229","23627123, 23627229",23637898,23637898,http://www.fkmps.edu.hk/,http://www.fkmps.edu.hk/,PROTESTANTISM / CHRISTIANITY,__ú_œæ
115720000000,Aided Primary Schools,î_ÑUùpΩ_,QES OLD STUDENTS' ASSOCIATION PRI SCH,¢çÑQ_FÑBùùΩ_ìì¢_ú|ùpΩ_,"ESTATE PRIMARY SCHOOL TIN YIU ESTATE, PHASE I TIN SHUI WAI NEW TERRITORIES",ús›êùÛù_Å_ùÛ__?ç_ù@_ë∏_?ùpΩ_,114-0-16,114-0-16,22-26-56,22-26-56,818518,818518,834396,834396,CO-ED,_kùk,WHOLE DAY,¢_ù_,YUEN LONG,ùî˜ü_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24480883,24480883,24480997,24480997,http://www.qesosaps.edu.hk,http://www.qesosaps.edu.hk,NOT APPLICABLE,ù_ΩA¢_
513512000000,Aided Primary Schools,î_ÑUùpΩ_,SKH KEI TAK PRIMARY SCHOOL,îtù©ú|__¶wùpΩ_,TAI SHING STREET WONG TAI SIN KOWLOON & ANNEX BLOCK AT NKIL 4420 WONG TAI SIN KOWLOON,ùE£s_£ùj¢Pùj°__´,114-11-40,114-11-40,22-20-13,22-20-13,838066.6,838066.6,821994.9,821994.9,CO-ED,_kùk,WHOLE DAY,¢_ù_,WONG TAI SIN,_£ùj¢P_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23203077,23203077,23202449,23202449,http://www.skhkt.edu.hk,http://www.skhkt.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
511323000000,Aided Primary Schools,î_ÑUùpΩ_,CCC BUT SAN PRIMARY SCHOOL,ùù_ù__ú_œæú|ˆ_°_ùpΩ_,"28 CASTLE PEAK ROAD, SAN HUI TUEN MUN NEW TERRITORIES",ús›êù_Ì_ús¶V∏Cùsù©î_28î_,113-58-40,113-58-40,22-23-50,22-23-50,815773.2,815773.2,828672.7,828672.7,CO-ED,_kùk,WHOLE DAY,¢_ù_,TUEN MUN,ù_Ì__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24596221,24596221,24400266,24400266,http://www.butsan.edu.hk,http://www.butsan.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
535729000000,Aided Primary Schools,î_ÑUùpΩ_,SKH MA ON SHAN HOLY SPIRIT PRIMARY SCH,îtù©ú|__Ωbùs¢D—úùpΩ_,35 NING TAI ROAD MA ON SHAN SHATIN NEW TERRITORIES,ús›ê_F¢æ__Ωbùs__˜_î_35î_,114-13-13,114-13-13,22-24-25,22-24-25,840740,840740,829754,829754,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHA TIN,_F¢æ_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26048487,26048487,26309855,26309855,http://www.skhmoshs.edu.hk,http://www.skhmoshs.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
513180000000,Aided Primary Schools,î_ÑUùpΩ_,PO KOK PRIMARY SCHOOL,___œùpΩ_,11 & 15 SHAN KWONG ROAD & MAN KAM MEMORIAL BUILDING SHAN KWONG ROAD & G/F - 5/F 9 SHAN KWONG ROAD I L 7996 HONG KONG,—å__ù‰°a›q7996î_ùs¢__D9î_°aùU°_5¶_ùs¢__Dù_£A›_ˆ£¶_ùs¢__D11î_ù_15î_,114-11-7,114-11-7,22-16-3,22-16-3,837122,837122,814289,814289,CO-ED,_kùk,WHOLE DAY,¢_ù_,WAN CHAI,_W¢J_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,25737911,25737911,25724364,25724364,http://www.pokokps.edu.hk/,http://www.pokokps.edu.hk/,BUDDHISM,°_œæ
513164000000,Aided Primary Schools,î_ÑUùpΩ_,PING SHEK ESTATE CATHOLIC PRIMARY SCHOOL,ˆW¢_ùÛ¢DœæùpΩ_,ESTATE SCHOOL NO 1 PING SHEK ESTATE KWUN TONG KOWLOON,ùE£s_[_ˆW¢_?∏_?ùpΩ_ç_ù@˜_Ì_,114-12-38,114-12-38,22-20-3,22-20-3,839738,839738,821676,821676,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23212988,23212988,23260950,23260950,http://www.psec.edu.hk,http://www.psec.edu.hk,CATHOLICISM,ùÛ¢Dœæ
115703000000,Aided Primary Schools,î_ÑUùpΩ_,TAI PO METHODIST SCHOOL,ùj˜H_`_D©_çzùpΩ_,10 TUNG LEUNG ROAD TAI PO NEW TERRITORIES,ús›êùj˜H_ê¶_î_10î_,114-10-31,114-10-31,22-27-24,22-27-24,836095,836095,835236,835236,CO-ED,_kùk,WHOLE DAY,¢_ù_,TAI PO,ùj˜H_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26622011,26622011,26678035,26678035,http://www.tpms.edu.hk,http://www.tpms.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
