SCHOOL NO.,ENGLISH CATEGORY,ùùù___ÑO,ENGLISH NAME,ùùù_°W‰_,ENGLISH ADDRESS,ùùù_°aÑ},LONGITUDE,îg∏_,LATITUDE,©n∏_,EASTING,Ñù¶æÌF,NORTHING,Ñù¶æ¢_,STUDENTS GENDER,_NèÌΩ_¢_ˆ∆ÑO,SESSION,Ω_˜_œì©í˜ê_–,DISTRICT,ù£_ù,FINANCE TYPE,î_ÑU‰ù__,SCHOOL LEVEL,Ω_˜___∏›,TELEPHONE,ëp_î_qî_,FAX NUMBER,___uî_©X,WEBSITE,‰_—_,RELIGION,ˆvœæ
115800000000,Aided Primary Schools,î_ÑUùpΩ_,LOK SIN TONG LEUNG KAU KUI PRI SCH,¶__©_´œ__g_–Ω_˜_,"ESTATE PRIMARY SCHOOL TIN SHUI ESTATE, PHASE IV TIN SHUI WAI, YUEN LONG NEW TERRITORIES",ús›êùî˜üùÛù_Å_ç_¢|_ëùÛú_?∏_?ùpΩ_˜_Ì_,113-59-56,113-59-56,22-27-14,22-27-14,817949,817949,834940,834940,CO-ED,_kùk,WHOLE DAY,¢_ù_,YUEN LONG,ùî˜ü_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24486022,24486022,24478359,24478359,http://www.lst-lkkps.edu.hk,http://www.lst-lkkps.edu.hk,NOT APPLICABLE,ù_ΩA¢_
513458000000,Aided Primary Schools,î_ÑUùpΩ_,SKH FUNG KEI PRIMARY SCHOOL,îtù©ú|ˆ^__ùpΩ_,WHAMPOA GARDEN 4 TAK TING STREET HUNG HOM KOWLOON,ùE£s›__ˆ¶wˆw_´4î__£˜HÌò__,114-11-29,114-11-29,22-18-17,22-18-17,837764,837764,818425,818425,CO-ED,_kùk,WHOLE DAY,¢_ù_,KOWLOON CITY,ùE£s∏__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27648909,27648909,23648612,23648612,http://www.fungkei.edu.hk/,http://www.fungkei.edu.hk/,PROTESTANTISM / CHRISTIANITY,__ú_œæ
550418000000,Aided Primary Schools,î_ÑUùpΩ_,CANOSSA PRIMARY SCHOOL (SAN PO KONG),_èó_¶åùpΩ_(úsåZœ^),9 CHOI YEE LANE SAN PO KONG KOWLOON,ùE£súsåZœ^œm£[_©9î_,114-12-7,114-12-7,22-20-13,22-20-13,838859,838859,821993,821993,CO-ED,_kùk,WHOLE DAY,¢_ù_,WONG TAI SIN,_£ùj¢P_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23238883,23238883,23236665,23236665,http://www.cps.edu.hk/,http://www.cps.edu.hk/,CATHOLICISM,ùÛ¢Dœæ
112755000000,Aided Primary Schools,î_ÑUùpΩ_,YUEN LONG PO KOK PRIMARY SCHOOL,ùî˜ü___œùpΩ_,"55 TAN KWAI TSUEN ROAD HUNG SHUI KIU, YUEN LONG NEW TERRITORIES",ús›êùî˜ü›xù_Ω_ù°˜_Ñ_î_55î_,113-59-56,113-59-56,22-25-48,22-25-48,817958.8,817958.8,832315,832315,CO-ED,_kùk,WHOLE DAY,¢_ù_,YUEN LONG,ùî˜ü_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24762258,24762258,24746894,24746894,http://www.pokokbs.edu.hk/,http://www.pokokbs.edu.hk/,BUDDHISM,°_œæ
512702000000,Aided Primary Schools,î_ÑUùpΩ_,LOK SIN TONG PRIMARY SCHOOL,¶__©_´ùpΩ_,63 LUNG KONG ROAD KOWLOON CITY KOWLOON,ùE£sùE£s∏_£sœ^_D63î_,114-11-25,114-11-25,22-19-49,22-19-49,837649,837649,821252,821252,CO-ED,_kùk,WHOLE DAY,¢_ù_,KOWLOON CITY,ùE£s∏__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23823221,23823221,27180524,27180524,http://www.lstps.edu.hk,http://www.lstps.edu.hk,NOT APPLICABLE,ù_ΩA¢_
535680000000,Aided Primary Schools,î_ÑUùpΩ_,SKH KA FUK WING CHUN PRIMARY SCHOOL,îtù©ú|_è‰_‰a_uùpΩ_,"PRIMARY SCHOOL, KA FUK ESTATE FANLING NEW TERRITORIES",ús›ê_å£—_è‰_?ùpΩ_˜_Ì_,114-8-6,114-8-6,22-29-36,22-29-36,831954,831954,839311,839311,CO-ED,_kùk,WHOLE DAY,¢_ù_,NORTH,¢__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,29476888,29476888,29473838,29473838,http://www.skhkfwc.edu.hk,http://www.skhkfwc.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
114880000000,Aided Primary Schools,î_ÑUùpΩ_,LOK SIN TONG LEUNG WONG WAI FONG MEM SCH,¶__©_´œ__£óúÌ_›_ˆ£Ω_˜_,SHAN KING ESTATE AREA 7 & 8 TUEN MUN NEW TERRITORIES,ús›êù_Ì_ç_7ù_ç_8_ùùs_‰?,113-57-49,113-57-49,22-23-47,22-23-47,814303,814303,828572,828572,CO-ED,_kùk,WHOLE DAY,¢_ù_,TUEN MUN,ù_Ì__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24666712,24666712,24541756,24541756,http://www.lstlwwf.edu.hk,http://www.lstlwwf.edu.hk,NOT APPLICABLE,ù_ΩA¢_
115070000000,Aided Primary Schools,î_ÑUùpΩ_,GCC&ITKD CHEONG WONG WAI PRI SCH,ÌFç•ùu__ë`ú|œiú___ùpΩ_,SUN CHUI ESTATE SHATIN NEW TERRITORIES,ús›ê_F¢æúsåA?,114-10-49,114-10-49,22-22-18,22-22-18,836607,836607,825833,825833,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHA TIN,_F¢æ_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26992566,26992566,26020490,26020490,http://www.cwwps.edu.hk,http://www.cwwps.edu.hk,NOT APPLICABLE,ù_ΩA¢_
115584000000,Aided Primary Schools,î_ÑUùpΩ_,STEWARDS POOI KEI PRIMARY SCHOOL,____ùpΩ_,STANDARD PRIMARY SCHOOL AT AREA 43 LOK HA SQUARE FO TAN SHATIN NEW TERRITORIES,ús›ê_F¢æù_›_¶_ë_Ñ{ç_¢|ùQùT_ù¶æú_ùpΩ_˜_Ì_,114-11-53,114-11-53,22-24-1,22-24-1,838437,838437,828989.6,828989.6,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHA TIN,_F¢æ_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26025353,26025353,26973808,26973808,http://www.pooikei.edu.hk/,http://www.pooikei.edu.hk/,PROTESTANTISM / CHRISTIANITY,__ú_œæ
512176000000,Aided Primary Schools,î_ÑUùpΩ_,HOP YAT CHURCH SCHOOL,°Xù@_´Ω_˜_,7 PRINCESS MARGARET ROAD HOMANTIN KOWLOON,ùE£sù©¢D_DùCî_,114-10-46,114-10-46,22-19-14,22-19-14,836524.1,836524.1,820167.4,820167.4,CO-ED,_kùk,WHOLE DAY,¢_ù_,KOWLOON CITY,ùE£s∏__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27112440,27112440,27142465,27142465,http://www.hycs.edu.hk,http://www.hycs.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
511560000000,Aided Primary Schools,î_ÑUùpΩ_,CHO YIU CATHOLIC PRIMARY SCHOOL,_ÌÅ´ùÛ¢DœæùpΩ_,CHO YIU CHUEN NO. 10 KING CHO ROAD KWAI CHUNG NEW TERRITORIES,ús›êîÌ_Fúq_Ìî_10î__ÌÅ´?,114-7-45,114-7-45,22-20-45,22-20-45,831366,831366,822983,822983,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWAI TSING,îÌ∏C_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27423701,27423701,27423704,27423704,http://www.choyiu.edu.hk,http://www.choyiu.edu.hk,CATHOLICISM,ùÛ¢Dœæ
511129000000,Aided Primary Schools,î_ÑUùpΩ_,"ALLIANCE PRIMARY SCHOOL, TAI HANG TUNG",ùjÑ|ÌF∏è_DùpΩ_,13 & 23 TONG YAM STREET TAI HANG TUNG KOWLOON,ùE£sùjÑ|ÌF_è©˜_´ùQùTù_ù_ùTî_–_ù_¢]›AG07∏_–ù,114-10-13,114-10-13,22-19-52,22-19-52,835578,835578,821338,821338,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHAM SHUI PO,ç`ù_?_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27778949,27778949,27761585,27761585,http://www.apstht.edu.hk,http://www.apstht.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
115509000000,Aided Primary Schools,î_ÑUùpΩ_,SHA TIN METHODIST PRIMARY SCHOOL,_F¢æ_`_D©_çzùpΩ_,KWONG YUEN ESTATE SHATIN NEW TERRITORIES,ús›ê_F¢æ¶sú©?,114-12-53,114-12-53,22-22-49,22-22-49,840157,840157,826775,826775,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHA TIN,_F¢æ_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26366533,26366533,26494329,26494329,http://www.smps.edu.hk,http://www.smps.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
566462000000,Aided Primary Schools,î_ÑUùpΩ_,FUNG KAI INNOVATIVE SCHOOL,åÿúÖÅæúsùpΩ_,19A JOCKEY CLUB ROAD SHEUNG SHUI NEW TERRITORIES,ús›êùWù___ú|_D19î_A,114-7-41,114-7-41,22-30-39,22-30-39,831255,831255,841252,841252,CO-ED,_kùk,WHOLE DAY,¢_ù_,NORTH,¢__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26392201,26392201,26727090,26727090,http://www.fkis.edu.hk,http://www.fkis.edu.hk,NOT APPLICABLE,ù_ΩA¢_
575534000000,Aided Primary Schools,î_ÑUùpΩ_,MARYKNOLL FATHERS'' SCHOOL (PRIMARY SECTION),‰óÑQó__∏ù_œæú|Ω_˜_(ùpΩ_Å–),11 HOI LAI STREET SHAM SHUI PO KOWLOON,ùE£sç`ù_?˜Å_R_´11î_,114-8-45,114-8-45,22-19-53,22-19-53,833067,833067,821377,821377,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHAM SHUI PO,ç`ù_?_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,"2778 8235, 2778 8290","2778 8235, 2778 8290",2776 1744,2776 1744,http://mfp.hkcampus.net/,http://mfp.hkcampus.net/,CATHOLICISM,ùÛ¢Dœæ
511242000000,Aided Primary Schools,î_ÑUùpΩ_,BUDDHIST CHI KING PRIMARY SCHOOL,°_œæúOúqΩ_˜_,12 KAI LAI ROAD KOWLOON BAY KOWLOON,ùE£sùE£s_W?ìÑ_D12î_,114-12-26,114-12-26,22-19-40,22-19-40,839387,839387,820970,820970,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27597722,27597722,27507448,27507448,http://www.bckps.edu.hk,http://www.bckps.edu.hk,BUDDHISM,°_œæ
115177000000,Aided Primary Schools,î_ÑUùpΩ_,LKWFS LAU TAK YUNG MEMORIAL PRI SCH,¢@›ê£sˆ_Ω_˜_¶B¶w˜e›_ˆ£ùpΩ_,STANDARD PRIMARY SCHOOL 263 WU CHUI ROAD TUEN MUN NEW TERRITORIES,ús›êù_Ì___åAî_263î_¶æú_ùpΩ_,113-58-7,113-58-7,22-22-23,22-22-23,814811,814811,825996,825996,CO-ED,_kùk,WHOLE DAY,¢_ù_,TUEN MUN,ù_Ì__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24045333,24045333,26183123,26183123,http://www.ltyschool.edu.hk,http://www.ltyschool.edu.hk,NOT APPLICABLE,ù_ΩA¢_
529591000000,Aided Primary Schools,î_ÑUùpΩ_,TWGH LEO TUNG-HAI LEE PRIMARY SCHOOL,ÌF_ùùT_|Ñ_ÌF˜ÅùpΩ_,19 TIN TAN STREET TIN SHUI WAI YUEN LONG NEW TERRITORIES,ús›êùî˜üùÛù_Å_ùÛΩì_´19î_,113-59-42,113-59-42,22-27-37,22-27-37,817548,817548,835644,835644,CO-ED,_kùk,WHOLE DAY,¢_ù_,YUEN LONG,ùî˜ü_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24461188,24461188,24482332,24482332,http://www.twghlthlp.edu.hk/,http://www.twghlthlp.edu.hk/,NOT APPLICABLE,ù_ΩA¢_
512370000000,Aided Primary Schools,î_ÑUùpΩ_,CCC KEI TSZ PRIMARY SCHOOL,ùù_ù__ú_œæú|__úOùpΩ_,152 TSZ WAN SHAN ROAD KOWLOON,ùE£súO_Åùs_D152î_,114-11-48,114-11-48,22-21-0,22-21-0,838298,838298,823447,823447,CO-ED,_kùk,WHOLE DAY,¢_ù_,WONG TAI SIN,_£ùj¢P_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23225122,23225122,23286489,23286489,http://www.keitsz.edu.hk,http://www.keitsz.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
114642000000,Aided Primary Schools,î_ÑUùpΩ_,ISLAMIC PRIMARY SCHOOL,¢ç____Ω_˜_,2 OI TAK LANE YAU OI ESTATE TUEN MUN NEW TERRITORIES,ús›êù_Ì_ù_úR?úR¶w_©2î_,113-58-20,113-58-20,22-23-19,22-23-19,815199,815199,827732,827732,CO-ED,_kùk,WHOLE DAY,¢_ù_,TUEN MUN,ù_Ì__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24502270,24502270,26186424,26186424,http://www.islamps.edu.hk/,http://www.islamps.edu.hk/,ISLAM,¢ç____œæ
579220000000,Aided Primary Schools,î_ÑUùpΩ_,SHA TIN WAI DR. CATHERINE F. WOO MEMORIAL SCHOOL,_F¢æÅ_—J_£—sÅ_ùh›_ˆ£Ω_˜_,2 JAT MIN CHUEN STREET SHATIN NEW TERRITORIES (EXCLUDING 1/F STORE ROOM),ús›ê_F¢æùAˆ_?_´2î_(1¶_£xÌ∏∏___¢~),114-11-28,114-11-28,22-22-32,22-22-32,837735,837735,826262,826262,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHA TIN,_F¢æ_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,26869891,26869891,26869969,26869969,http://www.dcfwms.net,http://www.dcfwms.net,NOT APPLICABLE,ù_ΩA¢_
514519000000,Aided Primary Schools,î_ÑUùpΩ_,HONG KONG TAOIST ASSOCIATION WUN TSUEN SCHOOL,—å___Dœæëp°Xú|_Å›uΩ_˜_,UPPER NGAU TAU KOK ESTATE ON SHIN ROAD KOWLOON,ùE£s°w_©_Dù_£Y_ùùW?,114-13-4,114-13-4,22-19-10,22-19-10,840476,840476,820054,820054,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,"27570854, 27574884","27570854, 27574884",23313420,23313420,http://www.hktawts.edu.hk,http://www.hktawts.edu.hk,TAOISM,_Dœæ
115517000000,Aided Primary Schools,î_ÑUùpΩ_,HK ENG CLANSMAN ASSN WU SI CHONG MEM SCH,____¢_ù´ˆvóÖú|¢_˜ê‰Z›_ˆ£Ω_˜_,ESTATE PRIMARY SCHOOL KIN SANG ESTATE TUEN MUN AREA 2A NEW TERRITORIES,ús›êù_Ì_∏ù¢_?∏_?ùpΩ_˜_Ì_,113-58-13,113-58-13,22-24-23,22-24-23,815001.2,815001.2,829699.6,829699.6,CO-ED,_kùk,WHOLE DAY,¢_ù_,TUEN MUN,ù_Ì__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24544122,24544122,24643718,24643718,http://www.wusichong.edu.hk,http://www.wusichong.edu.hk,NOT APPLICABLE,ù_ΩA¢_
554600000000,Aided Primary Schools,î_ÑUùpΩ_,ST ANDREW'S CATHOLIC PRIMARY SCHOOL,ùÛ¢Dœæît°w¶w°ùùpΩ_,30 CHUI LING ROAD TSEUNG KWAN O NEW TERRITORIES,ús›êœN—xóDåA£—î_30î_,114-14-56,114-14-56,22-18-15,22-18-15,843676,843676,818372,818372,CO-ED,_kùk,WHOLE DAY,¢_ù_,SAI KUNG,°__^_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,22463313,22463313,22463535,22463535,http://www.sacps.edu.hk,http://www.sacps.edu.hk,CATHOLICISM,ùÛ¢Dœæ
514551000000,Aided Primary Schools,î_ÑUùpΩ_,SA ANN WYLLIE MEMORIAL PRIMARY SCHOOL,œù¢@—x—ÅçzùíùH›_ˆ£Ω_˜_,100 SHING TAI ROAD HENG FA CHUEN HONG KONG,—å__Ñ_Ìò?çœ˜__D100î_,114-14-18,114-14-18,22-16-34,22-16-34,842603,842603,815256,815256,CO-ED,_kùk,WHOLE DAY,¢_ù_,EASTERN,ÌF_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,25582111,25582111,28984377,28984377,http://www.annwyllie.edu.hk,http://www.annwyllie.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
510190000000,Aided Primary Schools,î_ÑUùpΩ_,PLK G & S ES PERSHING TSANG SCHOOL,∏O_}Ñ©Ì_åÉú~_Tˆ_Å_œiΩ˜ù_Ω_˜_,2 & 12 LINK ROAD CAUSEWAY BAY HONG KONG,—å__åê_r_WÅs_D2ù_12î_,114-11-7,114-11-7,22-16-31,22-16-31,837120,837120,815154,815154,CO-ED,_kùk,WHOLE DAY,¢_ù_,WAN CHAI,_W¢J_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,28908131,28908131,28824516,28824516,http://www.plkgspts.edu.hk,http://www.plkgspts.edu.hk,NOT APPLICABLE,ù_ΩA¢_
522163000000,Aided Primary Schools,î_ÑUùpΩ_,ASSEMBLY OF GOD LEUNG SING TAK PRI SCH,__ú_œæ_∏¢lú|œ_›_¶wùpΩ_,2 MAN KUK LANE TSEUNG KWAN O NEW TERRITORIES,ús›êœN—xóDù_°œ_©2î_,114-15-53,114-15-53,22-18-50,22-18-50,845319,845319,819448,819448,CO-ED,_kùk,WHOLE DAY,¢_ù_,SAI KUNG,°__^_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,21911929,21911929,21911611,21911611,http://www.lsttko.edu.hk/,http://www.lsttko.edu.hk/,NOT APPLICABLE,ù_ΩA¢_
511625000000,Aided Primary Schools,î_ÑUùpΩ_,CHUNG SING SCHOOL,_ëënΩ_˜_,29 KAU HUI ROAD YUEN LONG NEW TERRITORIES,ús›êùî˜üìì¶Vî_29î_,114-1-60,114-1-60,22-26-55,22-26-55,821483,821483,834356,834356,CO-ED,_kùk,WHOLE DAY,¢_ù_,YUEN LONG,ùî˜ü_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24762505,24762505,24701798,24701798,http://www.chungsing.edu.hk,http://www.chungsing.edu.hk,NOT APPLICABLE,ù_ΩA¢_
575720000000,Aided Primary Schools,î_ÑUùpΩ_,SHEK LEI ST. JOHN'S CATHOLIC PRIMARY SCHOOL,¢__Xît—Yœ_ùÛ¢DœæùpΩ_,99 TAI PAK TIN STREET KWAI CHUNG NEW TERRITORIES,ús›êîÌ_Fùj¢_¢æ_´99î_,114-8-26,114-8-26,22-22-9,22-22-9,832527,832527,825563,825563,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWAI TSING,îÌ∏C_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,35950036,35950036,35950163,35950163,http://www.slsj.edu.hk,http://www.slsj.edu.hk,CATHOLICISM,ùÛ¢Dœæ
115274000000,Aided Primary Schools,î_ÑUùpΩ_,YUEN LONG LONG PING ESTATE WAI CHOW SCH,ùî˜ü˜ü∏ä?_f°{Ω_˜_,ESTATE PRIMARY SCHOOL PHASE II LONG PING ESTATE YUEN LONG NEW TERRITORIES,ús›êùî˜ü˜ü∏ä?ç_ùG_ë,114-1-30,114-1-30,22-26-59,22-26-59,820645,820645,834482.8,834482.8,CO-ED,_kùk,WHOLE DAY,¢_ù_,YUEN LONG,ùî˜ü_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24763903,24763903,24786563,24786563,http://www.hzit.edu.hk/,http://www.hzit.edu.hk/,NOT APPLICABLE,ù_ΩA¢_
510939000000,Aided Primary Schools,î_ÑUùpΩ_,SKH HOLY CROSS PRIMARY SCHOOL,îtù©ú|îtùQ›[ùpΩ_,"9 MUK HUNG STREET, KOWLOON CITY, KOWLOON",ùE£sùE£s∏__N—i_´9î_,114-12-16,114-12-16,22-19-57,22-19-57,839097.8,839097.8,821484.5,821484.5,CO-ED,_kùk,WHOLE DAY,¢_ù_,KOWLOON CITY,ùE£s∏__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,"23276286, 23204931","23276286, 23204931",23277104,23277104,http://www.skhhcps.edu.hk,http://www.skhhcps.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
518492000000,Aided Primary Schools,î_ÑUùpΩ_,HO LAP PRI SCH (SPSD BY SIK SIK YUEN),__°___¢Dóç¢i¢ˇùpΩ_,TSZ LOK ESTATE PHASE II TSZ WAN SHAN WONG TAI SIN KOWLOON,ùE£s_£ùj¢PúO_ÅùsúO¶_?ç_ùG_ë,114-11-54,114-11-54,22-20-50,22-20-50,838487.3,838487.3,823126.6,823126.6,CO-ED,_kùk,WHOLE DAY,¢_ù_,WONG TAI SIN,_£ùj¢P_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,23216003,23216003,23217710,23217710,http://www.holap-p.edu.hk/,http://www.holap-p.edu.hk/,"CONFUCIANISM,BUDDHISM & TAOISM",ΩÑ_£_DùTœæ
522074000000,Aided Primary Schools,î_ÑUùpΩ_,HO YU COLL & PRI (SPON BY SIK SIK YUEN),__°___¢Dóç¢ièAùùΩ_‰[¢ièAùpΩ_,"4-6, KIN TUNG ROAD TUNG CHUNG NEW TERRITORIES",ús›êÌF_F_úÌFî_4–V6î_,113-57-1,113-57-1,22-17-36,22-17-36,812925,812925,817187,817187,CO-ED,_kùk,WHOLE DAY,¢_ù_,ISLANDS,ì_˜q_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,21091001,21091001,21092002,21092002,http://www.hoyu.edu.hk,http://www.hoyu.edu.hk,"CONFUCIANISM,BUDDHISM & TAOISM",ΩÑ_£_DùTœæ
554618000000,Aided Primary Schools,î_ÑUùpΩ_,S.K.H. CHAI WAN ST. MICHAEL'S PRI SCH,îtù©ú|˜__Wît°ä—{__ùpΩ_,380 CHAI WAN ROAD CHAI WAN HONG KONG,—å__˜__W˜__W_D380î_,114-14-36,114-14-36,22-15-55,22-15-55,843114.6,843114.6,814056.6,814056.6,CO-ED,_kùk,WHOLE DAY,¢_ù_,EASTERN,ÌF_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,31028101,31028101,31022023,31022023,http://www.skhcwsms.edu.hk,http://www.skhcwsms.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
514497000000,Aided Primary Schools,î_ÑUùpΩ_,HKCWC HIOE TJO YOENG PRI SCH,—å__ùù___Åùkú|¢C°_‰aΩ_˜_,61 SAI WAN HO STREET SHAUKIWAN HONG KONG,—å__ˇK‰ˇ_W°__WÌe_´61î_,114-13-23,114-13-23,22-16-48,22-16-48,841025.5,841025.5,815683.8,815683.8,CO-ED,_kùk,WHOLE DAY,¢_ù_,EASTERN,ÌF_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,25602051,25602051,25689445,25689445,http://www.hkcwc-htyps.edu.hk,http://www.hkcwc-htyps.edu.hk,NOT APPLICABLE,ù_ΩA¢_
511730000000,Aided Primary Schools,î_ÑUùpΩ_,THE ELCHK FAITH LUTHERAN SCHOOL,__ú_œæ—å__∏Hîqú|ç`∏HΩ_˜_,8 PUI TAK STREET SHEK KIP MEI KOWLOON,ùE£s¢___Ñ£__¶w_´8î_,114-9-55,114-9-55,22-20-7,22-20-7,835071,835071,821817,821817,CO-ED,_kùk,WHOLE DAY,¢_ù_,SHAM SHUI PO,ç`ù_?_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27790106,27790106,27761743,27761743,http://www.fls.edu.hk,http://www.fls.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
115622000000,Aided Primary Schools,î_ÑUùpΩ_,FSFTF FONG SHU CHUEN PRI SCH,ù_Ω•‰__´__Ì_ù_Ω•›uùpΩ_,WAH MING ESTATE PHASE II FANLING NEW TERRITORIES,ús›ê_å£—_ùˆ_?ç_ùG_ë,114-8-28,114-8-28,22-28-58,22-28-58,832593,832593,838126,838126,CO-ED,_kùk,WHOLE DAY,¢_ù_,NORTH,¢__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27082211,27082211,27082882,27082882,http://www.fsc.edu.hk,http://www.fsc.edu.hk,NOT APPLICABLE,ù_ΩA¢_
540242000000,Aided Primary Schools,î_ÑUùpΩ_,ST MATTHEW'S LUTHERAN SCH (SAU MAU PING),î_¶wú|ît__ù_Ω_˜_(_q—ZˆW),123 SAU MING ROAD SAU MAU PING KWUN TONG KOWLOON,ùE£s_[__q—ZˆW_qˆ__D123î_,114-14-1,114-14-1,22-19-0,22-19-0,842104,842104,819754,819754,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWUN TONG,_[__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,27723797,27723797,27723779,27723779,http://www.smssmp.edu.hk,http://www.smssmp.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
114529000000,Aided Primary Schools,î_ÑUùpΩ_,TOI SHAN ASSOCIATION PRIMARY SCHOOL,¢xùs__ú|Ω_˜_,14 SHEK PAI TAU ROAD TUEN MUN NEW TERRITORIES,ús›êù_Ì_¢_œ_£Yî_14î_,113-58-19,113-58-19,22-24-6,22-24-6,815161,815161,829159,829159,CO-ED,_kùk,WHOLE DAY,¢_ù_,TUEN MUN,ù_Ì__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24622866,24622866,24693274,24693274,http://www.ts.edu.hk,http://www.ts.edu.hk,NOT APPLICABLE,ù_ΩA¢_
115380000000,Aided Primary Schools,î_ÑUùpΩ_,HKRSS TUEN MUN PRIMARY SCHOOL,—å__›_ê_°rú|ù_Ì_ê_úOùpΩ_,LEUNG KING ESTATE AREA 1 TUEN MUN NEW TERRITORIES,ús›êù_Ì_ù@_ù_}_‰?,113-57-41,113-57-41,22-24-15,22-24-15,814085,814085,829432,829432,CO-ED,_kùk,WHOLE DAY,¢_ù_,TUEN MUN,ù_Ì__ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24611968,24611968,24632537,24632537,http://www.hkrsstmps.edu.hk,http://www.hkrsstmps.edu.hk,NOT APPLICABLE,ù_ΩA¢_
114936000000,Aided Primary Schools,î_ÑUùpΩ_,TSING YI TRADE ASSOCIATION PRI SCH,∏C°___ú|ùpΩ_,12 CHING HONG ROAD CHEUNG HONG ESTATE TSING YI NEW TERRITORIES,ús›ê∏C°_Ì_œd?∏Cœdî_12î_,114-6-14,114-6-14,22-20-57,22-20-57,828763,828763,823356,823356,CO-ED,_kùk,WHOLE DAY,¢_ù_,KWAI TSING,îÌ∏C_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,24979288,24979288,24970140,24970140,http://www.tytaps.edu.hk/,http://www.tytaps.edu.hk/,NOT APPLICABLE,ù_ΩA¢_
530000000000,Aided Primary Schools,î_ÑUùpΩ_,SKH TIN WAN CHI NAM PRIMARY SCHOOL,îtù©ú|¢æ_Wˆl∏nùpΩ_,5 TIN WAN NEW STREET ABERDEEN HONG KONG,—å__—å__¢J¢æ_Wús_´ù—î_,114-9-4,114-9-4,22-15-7,22-15-7,833616.1,833616.1,812571.6,812571.6,CO-ED,_kùk,WHOLE DAY,¢_ù_,SOUTHERN,∏n_ù,AIDED,î_ÑU,PRIMARY,ùpΩ_,25508326,25508326,25518258,25518258,http://www.tcn.edu.hk,http://www.tcn.edu.hk,PROTESTANTISM / CHRISTIANITY,__ú_œæ
